상품별 수익률 수수료율(납입원금 대비),,,,,,,,,,,,,,,,,,,,,,,,,,
[조회조건],,,,,,,,,,,,,,,,,,,,,,,,,,
권역: ,자산운용[펀드],금융회사: ,,판매여부: ,전체,원금보장: ,전체,수수료구조: ,전체,중도인출: ,전체,연금수령기간: ,전체,작성기준일: ,'25년 3분기,과거비교: ,2024,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
총 2003건,"(단위: 백만원 , %)",,,,,,,,,,,,,,,,,,,,,,,,,
상품명,금융회사,상품유형,최초판매일,판매여부,중도해지,'25년 3분기,,,,'24년,,,,장기 수익률(연평균),,,,장기 수수료율(연평균),,,,,,,,
,,,,,,납입원금,적립금,수익률,수정기준가 수익률,납입원금,적립금,수익률,수정기준가 수익률,3년,5년,7년,10년,3년,5년,7년,10년,,,,,
한화꿈에그린차이나A주증권자투자신탁H-1(주식)종류C-P(연금저축),한화자산운용,주식형,2017/09/15,판매,가능,219,203,24.56,37.46,222,163,12.67,21.59,-11.21,-4.98,-5.69,,1.04,1.19,1.19,,,,,,
IBK포춘중국고배당증권자투자신탁[주식]S-P,아이비케이자산운용,주식형,2015/07/14,판매,가능,151,202,20.08,21.73,139,159,24.45,31.71,-11.03,-40.14,-31.81,,0.94,1.00,1.43,,,,,,
KB글로벌코어리츠부동산자투자신탁(재간접형)(H)C-Pe,케이비자산운용,부동산,2019/10/11,판매,가능,238,202,-3.82,-4.01,235,194,-0.15,0.52,-10.48,-2.64,,,0.90,0.91,,,,,,,
한국투자연금셀렉트중국본토ETF증권전환형자투자신탁(주식-재간접형)(S-P),한국투자신탁운용,재간접,2014/04/22,판매,가능,176,201,23.09,25.05,205,202,14.94,18.57,-16.07,-5.74,-6.49,-7.19,0.68,0.74,0.71,0.69,,,,,
신한마음편한TDF2030증권투자신탁[주식혼합-재간접형](종류S-p),신한자산운용,재간접,2017/09/27,판매,가능,162,201,11.56,10.40,168,192,12.04,12.53,1.69,4.01,3.62,,0.34,0.34,0.33,,,,,,
NH-Amundi하나로TDF2035증권투자신탁[주식혼합-재간접형]ClassS-P1(연금저축),엔에이치아문디자산운용,재간접,2019/07/09,판매,가능,153,199,17.06,14.44,104,130,18.10,16.12,-19.47,-26.75,,,0.91,0.63,,,,,,,
iM에셋글로벌주식배당프리미엄증권투자신탁(주식-재간접형)(S-p),아이엠에셋자산운용,재간접,2015/07/22,판매,가능,169,199,15.66,8.93,16,39,36.12,15.60,6.39,8.21,5.72,,1.21,1.06,0.98,,,,,,
우리PIMCO전략적인컴증권자투자신탁[채권혼합_재간접형](H)ClassP2,우리자산운용,재간접,2020/11/04,판매,가능,248,199,4.05,5.63,263,199,1.90,2.50,-4.28,,,,0.77,,,,,,,,
교보악사그린디지털증권자투자신탁[주식]ClassC-P(연금),교보악사자산운용,주식형,2020/09/10,판매,가능,200,199,27.10,38.36,225,160,-10.18,-11.83,-22.29,,,,0.85,,,,,,,,
마이다스글로벌블루칩배당인컴혼합자산자투자신탁(H)C-P1,마이다스에셋자산운용,혼합자산,2019/11/20,판매,가능,118,197,29.76,23.09,104,161,35.00,30.01,-0.53,8.23,,,2.12,2.14,,,,,,,
우리뱅크플러스공모주10증권자투자신탁2(채권혼합)ClassC-P1e,우리자산운용,혼합채권형,2021/04/13,판매,가능,173,195,4.60,4.28,152,168,4.57,4.42,3.20,,,,0.43,,,,,,,,
iM에셋아시아드래곤증권투자신탁(주식-재간접형)(C-p),아이엠에셋자산운용,재간접,2017/06/20,판매,가능,192,195,13.56,15.77,204,170,3.90,5.71,-7.59,-3.60,-3.87,,0.99,1.07,1.06,,,,,,
신한해피라이프연금희망증권전환형자투자신탁 1[주식](종류C1),신한자산운용,주식형,2012/08/31,판매,가능,151,195,25.10,25.46,160,146,-16.69,-14.88,-12.68,-2.38,-3.69,-2.07,1.53,1.56,1.49,1.45,,,,,
삼성평생소득TIF20증권자투자신탁H[채권혼합-재간접형]_C-P,삼성자산운용,재간접,2017/06/16,판매,가능,179,195,3.08,2.93,188,197,2.65,2.63,-1.99,-0.21,,,1.13,1.06,,,,,,,
마이다스거북이90증권자투자신탁 1(주식)S-P,마이다스에셋자산운용,주식형,2016/07/05,판매,가능,160,194,14.45,13.72,121,135,8.71,8.65,4.55,17.10,11.29,,0.96,1.21,0.93,,,,,,
베어링글로벌하이일드증권자투자신탁[UH](채권-재간접형)ClassC-Pe,베어링자산운용,재간접,2019/03/29,판매,가능,156,193,11.39,13.84,362,398,19.65,21.96,8.35,5.99,,,0.51,0.50,,,,,,,
KB밸류포커스30증권자투자신탁(채권혼합)S-P클래스,케이비자산운용,혼합채권형,2014/04/23,판매,가능,121,193,21.27,16.16,125,168,4.40,3.42,-3.26,0.52,1.01,1.14,0.69,0.68,0.67,0.66,,,,,
삼성미국투자등급장기채권증권자투자신탁H[채권]_C-P,삼성자산운용,채권형,2019/09/27,판매,가능,166,192,-1.08,-0.88,167,183,-10.14,-3.52,-28.38,-17.80,,,1.91,1.76,,,,,,,
한화K리츠플러스부동산자투자신탁(H)(리츠-재간접형)J-Pe(연금저축),한화자산운용,부동산,2021/06/03,판매,가능,177,191,6.59,6.64,229,218,4.62,5.23,-4.41,,,,0.75,,,,,,,,
삼성ELS인덱스증권자투자신탁HE- 1[주식-파생형]_C-P,삼성자산운용,파생상품,2020/01/13,판매,가능,246,190,5.44,7.04,334,263,-1.04,2.05,-11.09,-7.13,,,1.13,1.19,,,,,,,
KB스타ESG우량중단기채증권자투자신탁(채권)C-Pe,케이비자산운용,채권형,2021/10/05,판매,가능,178,189,4.20,3.98,81,88,4.79,4.53,3.32,,,,0.18,,,,,,,,
신한장기성장TDF2040증권투자신탁(H)[주식혼합-재간접형](종류C-pe),신한자산운용,재간접,2020/06/10,판매,가능,143,189,15.02,12.68,106,134,12.33,10.96,0.34,,,,0.92,,,,,,,,
삼성ETF를담은TDF2035증권자투자신탁[혼합-재간접형]_S-P,삼성자산운용,재간접,2020/05/25,판매,가능,145,189,9.78,10.18,145,175,11.58,12.23,1.91,,,,0.31,,,,,,,,
키움공모주스마트채움플러스증권투자신탁 1[채권혼합]C-Pe,키움투자자산운용,혼합채권형,2021/01/25,판매,가능,154,189,10.83,9.61,142,160,1.05,1.20,2.11,,,,0.53,,,,,,,,
플러스공모주알파헌터증권투자신탁 1(채권혼합)종류C-p1e(연금저축),플러스자산운용,혼합채권형,2021/04/13,판매,가능,143,189,5.49,4.51,258,296,4.11,4.18,5.12,,,,0.87,,,,,,,,
슈로더글로벌지속가능성장주증권투자신탁(주식-재간접형)종류S-P,슈로더투자신탁운용,재간접,2020/08/07,판매,가능,125,188,2.73,2.34,172,218,8.09,7.22,-0.84,,,,0.42,,,,,,,,
키움New스마트인베스터분할매수증권투자신탁 1[혼합-재간접형]ClassC-Pe,키움투자자산운용,재간접,2023/01/09,판매,가능,166,188,18.72,19.62,54,55,-2.01,-2.92,,,,,,,,,,,,,
NH-Amundi하나로TDF2055증권투자신탁[주식혼합-재간접형]ClassC-P1e(연금저축),엔에이치아문디자산운용,재간접,2024/03/06,판매,가능,159,188,14.29,16.12,689,699,0.00,,,,,,,,,,,,,,
키움글로벌수소VISION증권자투자신탁(UH)[주식](C-Pe),키움투자자산운용,주식형,2021/07/09,판매,가능,202,187,20.98,34.15,123,79,2.05,3.86,-13.58,,,,1.00,,,,,,,,
교보악사그린디지털증권자투자신탁[주식]ClassC-Pe,교보악사자산운용,주식형,2019/04/11,판매,가능,222,186,22.97,38.86,232,140,-9.67,-11.47,-21.84,-7.36,,,0.49,0.58,,,,,,,
삼성언택트코리아증권자투자신탁 1[주식]_C-P,삼성자산운용,주식형,2020/08/07,판매,가능,107,186,49.07,44.31,140,145,-14.02,-10.22,-12.29,,,,1.81,,,,,,,,
한화코리아밸류채권증권자투자신탁 2(채권)종류C-P(연금저축),한화자산운용,채권형,2013/05/08,판매,가능,146,186,4.89,4.12,176,210,5.83,5.15,3.58,2.50,2.62,3.10,0.39,0.39,0.38,0.50,,,,,
IBK인컴바닐라EMP증권자투자신탁[혼합-재간접형]종류C-Pe,아이비케이자산운용,재간접,2021/07/01,판매,가능,174,186,1.76,1.54,213,214,2.16,2.04,-1.52,,,,0.62,,,,,,,,
한화글로벌매크로증권자투자신탁(주식혼합-재간접형)CP-E클래스,한화자산운용,재간접,2016/01/29,판매,가능,185,186,0.51,0.87,248,254,5.84,6.00,-3.58,0.64,0.33,,1.28,1.32,1.31,,,,,,
KB통중국그로스증권자투자신탁(주식)C-Pe,케이비자산운용,주식형,2019/12/12,판매,가능,310,186,8.14,25.52,354,187,4.10,12.81,-14.79,-10.06,,,0.75,0.99,,,,,,,
삼성유럽인덱스증권자투자신탁UH[주식]S-P,삼성자산운용,주식형,2017/09/28,판매,가능,102,185,46.53,22.51,30,91,23.06,18.40,-12.00,4.85,3.98,,1.59,1.55,1.28,,,,,,
한화차이나셀렉트헬스케어증권자투자신탁(H)(주식)J-Pe(연금저축),한화자산운용,주식형,2021/03/25,판매,가능,206,185,22.20,37.02,184,109,-4.89,-6.96,-12.90,,,,0.56,,,,,,,,
한화글로벌멀티인컴증권자투자신탁(주식혼합-재간접형)CP-E클래스,한화자산운용,재간접,2014/07/03,판매,가능,168,185,4.99,4.86,164,169,5.23,5.64,-1.03,1.44,1.36,1.81,0.85,0.92,0.93,0.90,,,,,
다올공모주하이일드증권투자신탁[채권혼합]종류S-P,다올자산운용,혼합채권형,2019/06/07,판매,가능,156,185,5.92,5.18,171,191,5.12,5.30,4.01,3.83,,,0.74,0.68,,,,,,,
베어링차이나셀렉트증권자투자신탁[UH](주식-재간접형)ClassC-P,베어링자산운용,재간접,2017/12/06,판매,가능,169,184,27.11,30.31,169,148,19.67,23.61,-8.58,-2.53,-2.06,,0.92,1.04,1.04,,,,,,
삼성글로벌ChatAI증권자투자신탁H[주식]_C-P,삼성자산운용,주식형,2024/04/16,판매,가능,163,184,36.52,41.05,3,4,,,,,,,,,,,,,,,
NH-Amundi대한민국업종대표주연금증권전환형자투자신탁[주식]C-P1e,엔에이치아문디자산운용,주식형,2017/11/14,판매,가능,116,184,42.67,40.18,112,119,-4.55,-3.12,-8.81,1.16,-1.96,,1.08,1.07,1.00,,,,,,
신한연금저축POP펀드셀렉션20증권자투자신탁[채권혼합-재간접형](종류C-e),신한자산운용,재간접,2015/08/05,판매,가능,163,183,8.22,7.36,128,139,5.44,5.44,1.03,1.79,2.05,,0.45,0.46,0.45,,,,,,
삼성누버거버먼미국리츠부동산자투자신탁H[REITs-재간접형]_C-P,삼성자산운용,부동산,2020/08/20,판매,가능,192,182,-14.31,-9.05,211,213,-0.64,0.74,-13.60,,,,2.05,,,,,,,,
한화LIFEPLUSTDF2060증권자투자신탁(혼합-재간접형)J-Pe(연금저축),한화자산운용,재간접,2024/06/03,판매,가능,158,180,15.82,17.81,121,124,0.00,,,,,,,,,,,,,,
KBBBIG플러스인덱스증권투자신탁(주식)C-P,케이비자산운용,주식형,2020/10/30,판매,가능,202,180,16.03,23.40,262,184,-14.40,-15.94,-15.56,,,,0.96,,,,,,,,
유진챔피언공모주증권투자신탁 1(주식혼합) Class C-P1,유진자산운용,혼합주식형,2020/06/18,판매,가능,151,180,2.11,1.87,157,180,1.33,1.41,1.63,,,,1.51,,,,,,,,
트러스톤다이나믹코리아50증권자투자신탁[주식혼합]Cp클래스,트러스톤자산운용,혼합주식형,2018/02/19,판매,가능,162,180,10.26,10.44,163,162,-1.98,-1.80,-3.36,-0.97,,,1.40,1.40,,,,,,,
카디안차이나드래곤AShare40증권자투자신탁(H)[채권혼합]클래스C-P2(연금저축)E,카디안자산운용,혼합채권형,2019/07/19,판매,가능,170,179,8.15,8.79,134,131,3.28,3.34,-5.35,0.01,,,0.90,0.93,,,,,,,
KB온국민TDF2035증권투자신탁(주식혼합-재간접형)S-P,케이비자산운용,재간접,2017/08/07,판매,가능,133,179,14.05,11.45,150,181,14.49,13.43,2.14,4.52,3.35,,0.40,0.43,0.47,,,,,,
삼성ETF를담은TDF2040증권자투자신탁[혼합-재간접형]_S-P,삼성자산운용,재간접,2020/05/28,판매,가능,140,179,9.74,10.72,149,174,11.40,12.77,1.06,,,,0.35,,,,,,,,
피델리티연금유럽하이일드증권전환형자투자신탁(채권-재간접형)종류S,피델리티자산운용,재간접,2014/04/29,판매,가능,111,178,8.82,6.12,147,205,9.71,7.58,2.44,0.51,1.57,3.54,0.38,0.37,0.36,0.35,,,,,
삼성코스닥150인덱스증권투자신탁[주식-파생형]S-P,삼성자산운용,파생상품,2017/12/19,판매,가능,124,178,12.38,9.17,202,210,-19.87,-18.08,-9.01,0.64,-4.59,,0.70,0.68,0.63,,,,,,
브이아이ESG굿초이스증권자투자신탁 1[채권]C-P2,브이아이자산운용,채권형,2014/08/04,판매,가능,149,178,3.42,3.41,143,168,4.78,4.73,2.58,1.93,2.25,1.92,0.62,0.62,0.61,0.60,,,,,
한화LIFEPLUSTIF혼합자산자투자신탁(재간접형)C-Pe(연금저축),한화자산운용,혼합자산,2022/07/20,판매,가능,168,178,3.94,4.07,116,121,5.99,6.33,,,,,,,,,,,,,
한국투자코스피솔루션증권투자신탁(채권혼합)(C-Pe),한국투자신탁운용,혼합채권형,2018/11/21,판매,가능,164,177,3.90,3.80,173,181,2.23,2.25,1.57,0.89,,,0.91,0.91,,,,,,,
HDC오토스탁증권투자신탁 1(채권혼합)종류C-P2e,에이치디씨자산운용,혼합채권형,2023/10/25,판매,가능,170,177,4.22,4.34,141,139,-0.37,-0.47,,,,,,,,,,,,,
한화글로벌리츠부동산자투자신탁2(리츠-재간접형)종류C-p(연금저축),한화자산운용,부동산,2016/01/29,판매,가능,193,177,-2.77,-2.61,219,199,3.23,4.39,-6.66,-2.64,-0.63,,1.42,1.45,1.47,,,,,,
흥국싱가포르리츠플러스부동산자투자신탁 1(H)[리츠-재간접형]C-pe,흥국자산운용,부동산,2020/09/03,판매,가능,180,177,-2.96,-2.75,237,220,-4.63,-4.57,-4.12,,,,0.97,,,,,,,,
신한코리아롱숏증권자투자신탁[주식](종류C-pe),신한자산운용,주식형,2021/12/20,판매,가능,187,177,2.06,2.77,208,185,-12.79,-12.01,-10.03,,,,1.10,,,,,,,,
KB연금재팬인덱스증권자투자신탁(주식-파생형)S-P 클래스,케이비자산운용,파생상품,2014/11/13,판매,가능,352,176,7.95,17.97,368,169,9.00,23.93,4.96,3.13,0.73,3.43,0.26,0.29,0.35,0.44,,,,,
KB스타ESG우량중단기채증권자투자신탁(채권)C-P,케이비자산운용,채권형,2021/09/29,판매,가능,157,174,4.15,3.89,167,179,4.43,4.44,3.01,,,,0.26,,,,,,,,
NH-Amundi성장중소형주20증권자투자신탁[채권혼합]ClassC-P1,엔에이치아문디자산운용,혼합채권형,2015/11/26,판매,가능,104,174,10.27,7.91,99,154,4.32,4.09,2.79,4.25,2.71,,1.04,0.97,0.92,,,,,,
유진챔피언공모주&배당주30증권투자신탁(채권혼합)ClassS-P,유진자산운용,혼합채권형,2017/12/28,판매,가능,143,174,8.02,7.36,137,154,3.62,3.20,2.35,4.27,2.98,,0.44,0.42,0.41,,,,,,
신한삼성전자플러스공모주알파증권투자신탁[채권혼합](종류C-pe),신한자산운용,혼합채권형,2021/07/22,판매,가능,161,174,9.08,9.26,220,211,-6.22,-5.86,-1.25,,,,0.69,,,,,,,,
베어링독일증권자투자신탁[UH](주식-재간접형)ClassS-P,베어링자산운용,재간접,2017/06/05,판매,가능,119,173,38.14,34.47,56,74,22.51,21.21,5.71,5.19,2.15,,0.37,0.35,0.35,,,,,,
에셋플러스디딤굿밸런스증권자투자신탁 1(채권혼합)종류S-P,에셋플러스자산운용,혼합채권형,2024/09/25,판매,가능,168,173,12.33,15.51,17,17,0.00,,,,,,,,,,,,,,
유리차이나백마주뉴웨이브증권투자신탁[주식]_C/C-P2e,유리자산운용,주식형,2021/11/15,판매,가능,159,173,34.60,52.20,129,92,7.11,15.44,-16.70,,,,0.89,,,,,,,,
베어링차이나셀렉트증권자투자신탁[UH](주식-재간접형)ClassC-Pe,베어링자산운용,재간접,2017/08/03,판매,가능,178,172,19.90,30.86,114,81,14.32,24.17,-8.01,-1.87,-0.61,,0.47,0.55,0.58,,,,,,
신한해피라이프연금증권전환형자투자신탁 1[주식혼합](종류C-e),신한자산운용,혼합주식형,2020/04/27,판매,가능,136,172,18.97,19.08,104,112,-8.11,-4.12,-5.12,,,,0.96,,,,,,,,
트러스톤TDF2040증권자투자신탁[혼합-재간접형]Cp-E클래스,트러스톤자산운용,재간접,2023/11/01,판매,가능,158,171,12.52,13.10,33,36,11.77,,,,,,,,,,,,,,
삼성픽테글로벌메가트렌드증권자투자신탁H[주식-재간접형]C-Pe,삼성자산운용,재간접,2017/07/24,판매,가능,130,171,0.62,1.39,154,186,5.35,5.74,-6.68,0.76,1.24,,0.79,0.80,0.78,,,,,,
흥국글로벌이노베이션증권자투자신탁 1(H)[주식-재간접형]C-pe,흥국자산운용,재간접,2021/09/23,판매,가능,171,170,30.73,56.69,102,79,4.25,8.87,-13.51,,,,0.44,,,,,,,,
트러스톤핀셋중소형증권자투자신탁[주식]Cp클래스,트러스톤자산운용,주식형,2017/12/19,판매,가능,155,170,43.44,70.26,130,85,5.13,11.15,-3.88,2.90,-3.00,,0.93,0.97,1.01,,,,,,
DB다같이장기채권증권투자신탁[채권]C-PE,디비자산운용,채권형,2023/01/13,판매,가능,148,170,5.12,4.30,225,242,5.91,5.41,,,,,,,,,,,,,
KB글로벌리얼에셋인컴증권자투자신탁(채권)(H)C-Pe,케이비자산운용,채권형,2019/02/22,판매,가능,167,170,4.11,4.64,143,140,4.13,4.79,-1.37,0.24,,,1.06,1.14,,,,,,,
한화글로벌헬스케어40증권자투자신탁(채권혼합)C-P(연금저축),한화자산운용,혼합채권형,2016/08/23,판매,가능,142,170,-2.79,-2.21,135,161,1.85,2.26,0.39,3.26,3.16,,1.40,1.39,1.35,,,,,,
우리중소형고배당30증권투자신탁 1(채권혼합)ClassC-P1e,우리자산운용,혼합채권형,2018/06/28,판매,가능,153,170,8.14,8.27,184,181,0.65,0.60,-3.77,1.09,,,0.84,0.87,,,,,,,
미래에셋베스트솔루션50증권자투자신탁 1 (채권혼합)종류C-P,미래에셋자산운용,혼합채권형,2015/10/07,판매,가능,116,169,12.95,10.30,113,155,17.00,17.03,-3.07,0.61,1.14,1.54,1.55,1.60,1.54,1.38,,,,,
하나글로벌리츠온리원부동산자투자신탁[재간접형]ClassC-PE,하나자산운용,부동산,2020/05/15,판매,가능,215,169,-5.40,-4.46,337,288,-7.72,-6.09,-10.93,,,,0.81,,,,,,,,
대신로보어드바이저자산배분증권자투자신탁2[채권혼합-재간접형]C-P2e,대신자산운용,재간접,2019/08/22,판매,가능,151,169,10.80,10.87,89,96,4.41,7.25,1.38,2.62,,,0.18,0.18,,,,,,,
트러스톤칭기스칸증권투자신탁[주식]Cp-E클래스,트러스톤자산운용,주식형,2017/06/09,판매,가능,105,168,42.82,38.57,52,72,-6.74,-2.63,-8.65,-0.70,-1.79,,1.41,1.37,1.29,,,,,,
미래에셋브라질하이인컴채권연금저축증권자투자신탁[채권]종류S,미래에셋자산운용,채권형,2014/05/15,판매,가능,148,168,16.62,16.85,86,80,-15.21,-11.71,0.16,0.42,1.41,-10.07,0.61,0.58,0.58,0.56,,,,,
IBK단기국공채업코리아20증권자투자신탁[채권혼합]종류C-Pe,아이비케이자산운용,혼합채권형,2018/03/27,판매,가능,148,168,8.96,8.70,124,130,1.57,1.38,1.54,2.80,,,0.69,0.68,,,,,,,
BNK이기는증권투자신탁 1(주식)ClassC-Pe,비엔케이자산운용,주식형,2018/02/21,판매,가능,133,167,32.58,38.36,141,116,-10.21,-9.68,-8.61,0.41,,,0.93,0.98,,,,,,,
iM에셋똑똑공모주알파증권투자신탁(채권혼합)C-P2,아이엠에셋자산운용,혼합채권형,2021/04/09,판매,가능,151,165,4.80,4.58,120,129,4.28,4.20,3.43,,,,0.96,,,,,,,,
에셋플러스알파로보코리아인컴증권자투자신탁 1-1(주식)종류C-Pe,에셋플러스자산운용,주식형,2018/09/14,판매,가능,145,165,17.84,20.12,69,72,3.58,6.81,1.08,4.84,,,0.78,0.76,,,,,,,
한국투자EMP글로벌자산배분증권자투자신탁(주식혼합-재간접형)C-Pe,한국투자신탁운용,재간접,2018/02/05,판매,가능,165,164,6.58,7.25,164,153,6.65,7.89,-2.57,2.16,,,0.91,0.97,,,,,,,
KB온국민평생소득TIF20증권자투자신탁(채권혼합-재간접형)C-P,케이비자산운용,재간접,2018/04/05,판매,가능,143,163,5.38,4.91,133,147,6.06,5.89,-1.31,0.25,,,0.62,0.67,,,,,,,
신한K리츠인프라부동산투자신탁[재간접형](종류C-pe),신한자산운용,재간접,2022/05/02,판매,가능,146,162,3.24,3.05,160,157,1.61,1.57,,,,,,,,,,,,,
미래에셋글로벌혁신기업ESG증권자투자신탁(주식)종류C-P,미래에셋자산운용,주식형,2021/04/07,판매,가능,130,162,9.86,16.32,217,246,24.56,29.41,-4.13,,,,1.60,,,,,,,,
DB단기국공채공모주증권투자신탁 1[채권혼합]ClassC-PE,디비자산운용,혼합채권형,2021/05/18,판매,가능,136,162,3.22,2.78,166,189,3.36,3.00,3.00,,,,0.97,,,,,,,,
다올공모주10증권투자신탁[채권혼합]종류C-P,다올자산운용,혼합채권형,2021/01/14,판매,가능,119,162,3.59,2.72,128,167,3.60,3.08,3.67,,,,1.08,,,,,,,,
미래에셋배당과롱숏증권자투자신탁(주식혼합)종류C-P,미래에셋자산운용,혼합주식형,2015/12/21,판매,가능,104,161,7.55,18.35,140,176,-3.58,-2.91,-4.45,1.54,-0.62,1.23,1.71,1.66,1.61,,,,,,
신한글로벌탄소중립솔루션증권투자신탁(H)[주식](종류C-p),신한자산운용,주식형,2021/11/03,판매,가능,135,161,46.72,70.83,119,93,11.17,18.24,-6.76,,,,1.19,,,,,,,,
한국밸류10년투자밸런스연금증권자투자신탁 1(주식)(C-E),한국투자밸류자산운용,주식형,2018/03/29,판매,가능,120,161,43.23,48.06,64,65,-7.99,-7.47,-7.34,5.89,,,1.11,1.15,,,,,,,
NH-Amundi중국본토뉴이코노미연금증권자투자신탁H[주식]Class C-P1e(연금저축),엔에이치아문디자산운용,주식형,2017/10/30,판매,가능,134,160,36.56,43.44,128,121,16.46,20.87,-10.98,-1.40,-3.20,,1.11,1.25,1.20,,,,,,
KB글로벌대표자산분산증권자투자신탁(주식혼합-재간접형)(H)C-Pe,케이비자산운용,재간접,2024/03/04,판매,가능,149,160,8.80,9.84,21,22,0.00,,,,,,,,,,,,,,
KB온국민TDF2020증권투자신탁(채권혼합-재간접형)S-P,케이비자산운용,재간접,2017/08/23,판매,가능,118,160,10.04,7.98,148,178,9.36,9.21,0.89,3.27,3.50,,0.26,0.30,0.30,,,,,,
미래에셋클린테크증권자투자신탁(주식)종류C-P,미래에셋자산운용,주식형,2021/03/09,판매,가능,202,160,-1.96,0.12,205,123,-36.48,-36.66,-24.21,,,,1.34,,,,,,,,
